Playername,Nation,Position,Squad,League,Age,BirthYear,MatchesPlayed,Starts,MinutesPlayed,Per90,Goal,Assist,GoalnAssist,GoalnPenaltyKick,ExpectedGoal,NonPenaltyExpectedGoal,ExpectedAssistedGoal,Carries,Passes,PassesReceived
Hamza Sakhi,MAR,Midfielder,Auxerre,Ligue 1,26,1996,23,18,"1,589",17.7,1,2.0,3.0,1.0,1.7,1.7,3.0,41.0,130.0,71.0
Mamadou Sakho,FRA,Defender,Montpellier,Ligue 1,33,1990,11,5,536,6.0,1,1.0,1.0,1.0,0.5,0.5,23.0,0,0,0
Jacopo Sala,ITA,Midfielder,Spezia,Serie A,31,1991,6,1,112,1.2,2,1.0,6.0,3.0,0.0,0,0,0,0,0
Ibrahim Salah,BEL,"Forward,Midfielder",Rennes,Ligue 1,21,2001,7,1,133,1.5,0,0.1,0.1,0.3,6.0,16.0,0,0,0,0
Mohamed Salah,EGY,Forward,Liverpool,Premier League,30,1992,26,26,"2,315",25.7,11,7.0,18.0,11.0,12.8,1.0,12.0,70.0,17.2,91.0
Amine Salama,FRA,"Forward,Midfielder",Angers,Ligue 1,22,2000,25,12,"1,249",13.9,3,1.0,4.0,3.0,3.0,3.0,1.5,35.0,21.0,94.0
William Saliba,FRA,Defender,Arsenal,Premier League,22,2001,27,27,"2,415",26.8,2,1.0,3.0,2.0,0.9,0.9,1.2,13.0,99.0,2.0
Dikeni Salifou,TOG,Midfielder,Werder Bremen,Bundesliga,19,2003,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Mohammed Salisu,GHA,Defender,Southampton,Premier League,23,1999,22,21,"1,973",21.9,1,1.0,1.0,5.0,5.0,0.6,2.1,0.07,4.0,0.05
Roland Sallai,HUN,"Midfielder, FORWARD",Freiburg,Bundesliga,25,1997,13,7,632,7.0,1,4.0,1.7,0.5,13.0,10.0,45.0,0,0,0
Yoann Salmier,GUF,Defender,Troyes,Ligue 1,30,1992,26,26,"2,237",24.9,1,1.0,1.0,4.0,1.1,1.1,0.4,17.0,97.0,7.0
Salvi,ESP,"Forward,Midfielder",Rayo Vallecano,La Liga,31,1991,15,3,316,3.5,0,2.0,0.2,0.5,17.0,9.0,34.0,0,0,0
Lazar Samardzic,SRB,Midfielder,Udinese,Serie A,21,2002,26,9,"1,049",11.7,4,3.0,7.0,4.0,2.0,2.6,4.6,22.0,38.0,0.26
Diadie Samassékou,MLI,"Midfielder, FORWARD",Hoffenheim,Bundesliga,27,1996,2,1,34,0.4,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0
Mama Samba Baldé,GNB,Forward,Troyes,Ligue 1,27,1995,25,23,"1,949",21.7,10,3.0,13.0,9.0,8.2,1.0,5.0,39.0,7.4,1.9
Brice Samba,FRA,Goalkeeper,Lens,Ligue 1,28,1994,28,28,"2,520",28.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Albert Sambi Lokonga,BEL,Midfielder,Arsenal,Premier League,23,1999,6,2,198,2.2,0,12.0,2.0,0,0.0,0,0,0.0,0,0
Albert Sambi Lokonga,BEL,Midfielder,Crystal Palace,Premier League,23,1999,7,5,466,5.2,2,1.0,17.0,2.0,0.0,0,0,0,0,0
Junior Sambia,FRA,Defender,Salernitana,Serie A,26,1996,16,5,507,5.6,0,3.0,0.5,0.9,18.0,25.0,25.0,0,0,0
Samuel,BRA,"Forward,Midfielder",Valencia,La Liga,23,1999,26,24,"2,077",23.1,2,1.0,3.0,2.0,5.2,5.2,1.2,98.0,66.0,182.0
Fede San Emeterio,ESP,Midfielder,Cádiz,La Liga,26,1997,22,15,"1,164",12.9,0,7.0,0.2,0.2,1.0,5.0,0.01,0.01,0.01,0.0
Antonio Sanabria,PAR,Forward,Torino,Serie A,27,1996,22,17,"1,538",17.1,7,2.0,9.0,6.0,6.4,1.0,4.0,9.0,2.1,7.7
Leandro Sanca,POR,"Forward,Midfielder",Spezia,Serie A,23,2000,4,32,0.4,3.0,1,0,0,0,0.0,0.0,0.0,0,0,0.0
Oihan Sancet,ESP,Midfielder,Athletic Club,La Liga,22,2000,25,23,"1,746",19.4,8,8.0,7.0,1.0,4.8,2.0,1.0,61.0,2.0,6.0
Renato Sanches,POR,Midfielder,Paris S-G,Ligue 1,25,1997,16,3,462,5.1,2,2.0,2.0,0.7,0.7,1.8,40.0,16.0,0,0
Alexis Sánchez,CHI,Forward,Marseille,Ligue 1,34,1988,25,22,"1,892",21.0,12,1.0,13.0,10.0,9.7,3.0,2.0,27.0,4.4,11.8
Antonio Sánchez,ESP,Midfielder,Mallorca,La Liga,26,1997,21,7,688,7.6,0,4.0,0.5,0.5,17.0,27.0,40.0,0,0,0
Davinson Sánchez,COL,Defender,Tottenham,Premier League,26,1996,13,6,573,6.4,0,1.0,0.3,0.1,4.0,25.0,3.0,0,0,0
Iván Sánchez,ESP,"Midfielder, FORWARD",Valladolid,La Liga,30,1992,21,13,"1,034",11.5,1,1.0,1.0,0.7,0.7,2.1,54.0,48.0,0.09,0.09
Javi Sánchez,ESP,Defender,Valladolid,La Liga,26,1997,22,21,"1,775",19.7,1,1.0,1.0,10.0,0.6,0.1,0.7,17.0,4.0,0.05
Manuel Sánchez,ESP,Defender,Osasuna,La Liga,22,2000,20,12,"1,214",13.5,0,1.0,1.0,1.0,22.0,1.3,1.7,0.03,65.0,0.07
Robert Sánchez,ESP,Goalkeeper,Brighton,Premier League,25,1997,22,22,"1,980",22.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,ENG,"Forward,Midfielder",Manchester Utd,Premier League,23,2000,14,12,923,10.3,4,1.0,5.0,4.0,2.6,1.6,4.2,42.0,80.0,0.1
Alex Sandro,BRA,Defender,Juventus,Serie A,32,1991,21,17,"1,455",16.2,0,1.0,1.0,4.0,40.0,0.2,0.7,0.01,83.0,20.0
Leroy Sané,GER,"Midfielder, FORWARD",Bayern Munich,Bundesliga,27,1996,23,15,"1,489",16.5,7,4.0,11.0,7.0,5.3,5.3,3.1,56.0,106.0,136.0
Sidi Sané,GER,Forward,Schalke 04,Bundesliga,19,2003,1,25,0.3,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Sanson,FRA,Midfielder,Aston Villa,Premier League,28,1994,2,11,0.1,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Morgan Sanson,FRA,Midfielder,Strasbourg,Ligue 1,28,1994,8,8,562,6.2,1,2.0,2.0,1.0,16.0,1.0,2.5,0,34.0,0
Nicola Sansone,ITA,Forward,Bologna,Serie A,31,1991,11,5,431,4.8,1,1.0,1.0,2.0,1.6,1.6,6.0,14.0,0,0
Baptiste Santamaria,FRA,Midfielder,Rennes,Ligue 1,28,1995,16,14,"1,230",13.7,1,1.0,1.0,2.0,0.6,0.6,1.2,7.0,16.0,0.07
Riccardo Saponara,ITA,Forward,Fiorentina,Serie A,31,1991,22,10,915,10.2,2,2.0,4.0,2.0,1.9,1.9,2.9,42.0,43.0,98.0
Pablo Sarabia,ESP,"Forward,Midfielder",Wolves,Premier League,30,1992,8,6,515,5.7,1,1.0,1.0,2.0,2.7,0.7,3.4,9.0,37.0,0
Pablo Sarabia,ESP,"Forward,Midfielder",Paris S-G,Ligue 1,30,1992,14,3,370,4.1,1,1.0,1.3,1.3,9.0,18.0,37.0,0,0,0
Muhammed Saracevic Cham,AUT,Midfielder,Clermont Foot,Ligue 1,22,2000,28,17,"1,451",16.1,4,2.0,6.0,3.0,3.9,1.0,2.0,49.0,2.0,5.1
Jeremy Sarmiento,ECU,Midfielder,Brighton,Premier League,20,2002,9,1,176,2.0,0,1.0,1.0,1.0,5.0,0.2,0.5,0,20.0,0
Amin Sarr,SWE,Forward,Lyon,Ligue 1,22,2001,8,4,412,4.6,1,1.0,1.0,1.2,1.2,1.3,7.0,9.0,0,0
Malang Sarr,FRA,Defender,Monaco,Ligue 1,24,1999,13,8,716,8.0,5,3.0,59.0,2.0,0.0,0.0,0,0,0,0
Martin Satriano,URU,Forward,Empoli,Serie A,22,2001,25,20,"1,617",18.0,2,1.0,3.0,2.0,3.6,3.6,1.2,28.0,21.0,120.0
Téji Savanier,FRA,Midfielder,Montpellier,Ligue 1,31,1991,23,23,"1,977",22.0,10,2.0,12.0,5.0,6.7,5.0,4.0,39.0,2.8,4.8
Esteban Saveljich,MNE,Forward,Rayo Vallecano,La Liga,31,1991,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Savic,MNE,Defender,Atlético Madrid,La Liga,32,1991,18,18,"1,583",17.6,0,3.0,2.0,0.2,20.0,67.0,6.0,0.01,0.01,0.01
Joe Scally,USA,Defender,M'Gladbach,Bundesliga,20,2002,23,21,"1,884",20.9,0,1.0,0.5,1.8,24.0,52.0,53.0,0.02,0.11,0.02
Giorgio Scalvini,ITA,Defender,Atalanta,Serie A,19,2003,21,18,"1,479",16.4,2,2.0,2.0,6.0,1.0,0.1,1.2,12.0,17.0,0.12
Gianluca Scamacca,ITA,Forward,West Ham,Premier League,24,1999,16,11,926,10.3,3,3.0,3.0,3.0,2.5,0.7,3.1,13.0,48.0,0.29
Gustavo Scarpa,BRA,"Midfielder, FORWARD",Nott'ham Forest,Premier League,29,1994,5,2,161,1.8,0,1.0,0.2,0.3,8.0,4.0,0,0,0,0
Kevin Schade,GER,"Forward,Midfielder",Brentford,Premier League,21,2001,8,1,192,2.1,0,1.0,1.0,1.0,8.0,0.5,1.0,0,16.0,0
Kevin Schade,GER,"Forward,Midfielder",Freiburg,Bundesliga,21,2001,8,1,182,2.0,1,1.0,1.0,0.2,0.2,3.0,20.0,7.0,0,0
András Schäfer,HUN,Midfielder,Union Berlin,Bundesliga,23,1999,13,9,754,8.4,0,0.4,0.2,0.6,14.0,17.0,0,0,0,0
Fabian Schär,SUI,Defender,Newcastle Utd,Premier League,31,1991,24,24,"2,143",23.8,1,1.0,1.0,4.0,3.2,1.0,4.2,21.0,18.0,0.04
Derry Scherhant,GER,Forward,Hertha BSC,Bundesliga,20,2002,7,1,187,2.1,1,1.0,1.0,0.2,0.2,0.3,1.0,3.0,0,0
Patrik Schick,CZE,Forward,Leverkusen,Bundesliga,27,1996,14,10,941,10.5,3,1.0,4.0,3.0,4.6,0.6,5.1,8.0,68.0,0.1
Kingsley Schindler,GHA,"Defender,Midfielder",Köln,Bundesliga,29,1993,20,4,703,7.8,0,3.0,0.9,0.5,9.0,32.0,40.0,0,0,0
Xaver Schlager,AUT,Midfielder,RB Leipzig,Bundesliga,25,1997,19,16,"1,466",16.3,1,1.0,2.0,1.0,0.3,0.3,0.6,21.0,72.0,11.0
Keven Schlotterbeck,GER,Defender,Freiburg,Bundesliga,25,1997,2,14,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Keven Schlotterbeck,GER,Defender,Bochum,Bundesliga,25,1997,7,6,557,6.2,1,1.0,1.0,3.0,1.0,0.3,1.2,0,2.0,0
Nico Schlotterbeck,GER,Defender,Dortmund,Bundesliga,23,1999,25,25,"2,184",24.3,4,4.0,8.0,4.0,1.6,1.6,1.5,38.0,152.0,13.0
Jeffrey Schlupp,GHA,"Midfielder, FORWARD",Crystal Palace,Premier League,30,1992,27,24,"2,029",22.5,2,2.0,2.0,5.0,1.8,0.7,2.5,23.0,49.0,0.09
Kasper Schmeichel,DEN,Goalkeeper,Nice,Ligue 1,36,1986,26,26,"2,340",26.0,0,0.4,0.4,0.01,0.0,0.01,0.0,0.0,0.0,0.0
Romano Schmid,AUT,Midfielder,Werder Bremen,Bundesliga,23,2000,19,11,"1,092",12.1,0,3.0,3.0,1.0,21.0,1.7,2.1,0.03,51.0,0.25
Niklas Schmidt,GER,Midfielder,Werder Bremen,Bundesliga,25,1998,17,9,910,10.1,2,2.0,2.0,2.0,1.4,1.3,2.7,22.0,37.0,0.2
Benno Schmitz,GER,Defender,Köln,Bundesliga,28,1994,23,22,"1,816",20.2,1,1.0,1.0,4.0,0.2,2.3,2.5,36.0,107.0,0.05
Jerdy Schouten,NED,Midfielder,Bologna,Serie A,26,1997,23,19,"1,641",18.2,0,2.0,2.0,3.0,8.0,1.2,1.5,0.02,15.0,0.11
Perr Schuurs,NED,Defender,Torino,Serie A,23,1999,21,20,"1,626",18.1,0,2.0,2.0,4.0,8.0,0.4,0.8,0.02,1.0,0.11
Marvin Schwäbe,GER,Goalkeeper,Köln,Bundesliga,27,1995,25,25,"2,250",25.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexander Schwolow,GER,Goalkeeper,Schalke 04,Bundesliga,30,1992,17,17,"1,530",17.0,0,1.0,0.1,0.1,0.0,0.01,0.01,0.0,0.0,0.0
Demba Seck,SEN,"Forward,Midfielder",Torino,Serie A,22,2001,14,5,388,4.3,0,0.4,0.2,0.6,18.0,35.0,0,0,0,0
Haris Seferovic,SUI,"Forward,Midfielder",Celta Vigo,La Liga,31,1992,7,3,316,3.5,1,1.0,1.0,1.0,1.0,0.2,1.3,5.0,16.0,0
Jacopo Segre,ITA,Defender,Torino,Serie A,26,1997,1,21,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Seguin,GER,Midfielder,Union Berlin,Bundesliga,27,1995,18,4,633,7.0,1,3.0,4.0,1.0,1.2,1.2,2.0,11.0,37.0,27.0
Alidu Seidu,GHA,Defender,Clermont Foot,Ligue 1,22,2000,20,20,"1,753",19.5,0,6.0,0.1,0.5,17.0,45.0,31.0,0.01,0.03,0.01
Davie Selke,GER,Forward,Hertha BSC,Bundesliga,28,1995,13,3,282,3.1,1,1.0,2.0,1.0,1.2,1.0,0.4,3.0,1.3,5.0
Davie Selke,GER,Forward,Köln,Bundesliga,28,1995,8,4,363,4.0,1,1.0,1.0,1.5,1.5,1.6,5.0,5.0,0,0
Matz Sels,BEL,Goalkeeper,Strasbourg,Ligue 1,31,1992,28,28,"2,520",28.0,0,2.0,0.3,0.3,0.0,0.01,0.01,0.0,0.0,0.0
Nélson Semedo,POR,Defender,Wolves,Premier League,29,1993,26,21,"1,778",19.8,0,1.0,1.0,8.0,39.0,0.3,0.6,0.01,73.0,101.0
Vivaldo Semedo,POR,Forward,Udinese,Serie A,18,2005,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Antoine Semenyo,GHA,"Forward,Midfielder",Bournemouth,Premier League,23,2000,6,2,233,2.6,0,0.2,0.2,5.0,5.0,0,0,0,0,0
Marvin Senaya,TOG,Defender,Strasbourg,Ligue 1,22,2001,1,9,0.1,1.0,1,0,0,0,0.0,0.0,0.0,0,0,0.0
Marcos Senesi,ARG,Defender,Bournemouth,Premier League,25,1997,23,22,"1,878",20.9,2,2.0,2.0,4.0,1.2,0.4,1.6,5.0,2.0,0.1
Stefano Sensi,ITA,Midfielder,Monza,Serie A,27,1995,20,17,"1,302",14.5,3,3.0,3.0,5.0,1.2,1.0,2.2,23.0,25.0,0.21
Jaime Seoane,ESP,Midfielder,Getafe,La Liga,26,1997,14,2,304,3.4,0,0.1,0.3,0.4,3.0,5.0,0,0,0,0
Luigi Sepe,ITA,Goalkeeper,Salernitana,Serie A,31,1991,17,17,"1,530",17.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suat Serdar,GER,Midfielder,Hertha BSC,Bundesliga,25,1997,24,22,"1,683",18.7,4,1.0,5.0,4.0,1.8,1.8,1.1,28.0,67.0,40.0
Leonardo Sernicola,ITA,Defender,Cremonese,Serie A,25,1997,23,21,"1,782",19.8,1,1.0,2.0,1.0,1.0,1.0,1.2,48.0,50.0,78.0
Ryan Sessegnon,ENG,Defender,Tottenham,Premier League,22,2000,17,9,813,9.0,2,2.0,2.0,4.0,1.6,1.1,2.7,24.0,64.0,0.22
Stephan El Shaarawy,ITA,"Defender,Midfielder",Roma,Serie A,30,1992,20,7,926,10.3,3,1.0,4.0,3.0,3.3,3.3,0.8,37.0,40.0,81.0
Luke Shaw,ENG,Defender,Manchester Utd,Premier League,27,1995,22,21,"1,841",20.5,1,2.0,3.0,1.0,0.9,0.9,2.8,47.0,98.0,60.0
Jonjo Shelvey,ENG,Midfielder,Newcastle Utd,Premier League,31,1992,3,37,0.4,3.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Jonjo Shelvey,ENG,Midfielder,Nott'ham Forest,Premier League,31,1992,6,5,441,4.9,0,1.0,0.1,0.3,1.0,29.0,0,0,0,0
Eldor Shomurodov,UZB,Forward,Spezia,Serie A,27,1995,7,4,356,4.0,1,1.0,1.4,0.4,2.0,11.0,20.0,0,0,0
Eldor Shomurodov,UZB,Forward,Roma,Serie A,27,1995,6,1,119,1.3,0,0.6,0.6,4.0,3.0,0,0,0,0,0
Kaj Sierhuis,NED,"Forward,Midfielder",Reims,Ligue 1,24,1998,7,50,0.6,1.0,1,5.0,0,0,0.0,0.0,0.0,0,0,0
Vincent Sierro,SUI,"Midfielder, FORWARD",Toulouse,Ligue 1,27,1995,5,66,0.7,1.0,0,0.2,0.1,0.3,1.0,1.0,0,0,0,0
Kiliann Sildillia,FRA,"Defender,Midfielder",Freiburg,Bundesliga,20,2002,22,20,"1,741",19.3,0,2.0,2.0,4.0,18.0,0.8,0.6,0.04,67.0,43.0
André Silva,POR,Forward,RB Leipzig,Bundesliga,27,1995,25,18,"1,539",17.1,4,3.0,7.0,4.0,8.6,8.6,2.7,29.0,33.0,130.0
Bernardo Silva,POR,"Midfielder, FORWARD",Manchester City,Premier League,28,1994,25,20,"1,784",19.8,4,5.0,9.0,4.0,1.6,1.6,2.8,74.0,100.0,157.0
Caio Henrique Oliveira Silva,BRA,Defender,Monaco,Ligue 1,25,1997,25,23,"2,117",23.5,1,7.0,8.0,1.0,0.7,0.7,3.7,42.0,141.0,111.0
David Silva,ESP,Midfielder,Real Sociedad,La Liga,37,1986,19,17,"1,303",14.5,1,4.0,5.0,1.0,2.2,2.2,2.7,44.0,110.0,91.0
Rui Silva,POR,Goalkeeper,Betis,La Liga,29,1994,20,20,"1,800",20.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thiago Silva,BRA,Defender,Chelsea,Premier League,38,1984,21,20,"1,812",20.1,1,2.0,2.0,1.0,4.0,0.4,1.4,0.05,1.0,0.1
Marco Silvestri,ITA,Goalkeeper,Udinese,Serie A,32,1991,27,27,"2,430",27.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abdallah Sima,SEN,Forward,Angers,Ligue 1,21,2001,24,15,"1,338",14.9,3,3.0,3.0,4.0,4.0,5.4,16.0,27.0,0.2,0.2
Mohamed Simakan,FRA,Defender,RB Leipzig,Bundesliga,22,2000,16,12,918,10.2,1,1.0,2.0,1.0,1.0,0.4,1.5,17.0,42.0,0.1
Giovanni Simeone,ARG,Forward,Napoli,Serie A,27,1995,17,227,2.5,3.0,3,3.0,1.0,0.7,0.7,1.5,8.0,9.0,0,0
Ellis Simms,ENG,Forward,Everton,Premier League,22,2001,6,1,114,1.3,1,1.0,1.0,0.5,0.5,3.0,9.0,1.0,0,0
Eduardo Simões,POR,Defender,Hoffenheim,Bundesliga,21,2002,4,1,88,1.0,4,10.0,0,0,0.0,0.0,0.0,0,0,0
Moses Simon,NGA,"Forward,Midfielder",Nantes,Ligue 1,27,1995,24,22,"1,816",20.2,5,3.0,8.0,4.0,3.9,1.0,3.0,98.0,2.9,5.8
Unai Simón,ESP,Goalkeeper,Athletic Club,La Liga,25,1997,22,22,"1,935",21.5,0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lassine Sinayoko,MLI,"Midfielder, FORWARD",Auxerre,Ligue 1,23,1999,26,14,"1,294",14.4,2,2.0,2.0,2.0,42.0,2.4,1.8,0.16,60.0,128.0
Wilfried Singo,CIV,Defender,Torino,Serie A,22,2000,21,15,"1,390",15.4,2,1.0,3.0,2.0,1.4,1.4,1.1,32.0,47.0,65.0
Luis Sinisterra,COL,Forward,Leeds United,Premier League,23,1999,13,8,538,6.0,2,2.0,2.0,3.0,1.8,1.8,0.2,18.0,21.0,52.0
Daley Sinkgraven,NED,"Defender,Midfielder",Leverkusen,Bundesliga,27,1995,10,4,324,3.6,0,1.0,1.0,1.0,8.0,1.0,1.1,0,17.0,0
Tobias Sippel,GER,Goalkeeper,M'Gladbach,Bundesliga,35,1988,6,5,510,5.7,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0
Hugo Siquet,BEL,Defender,Freiburg,Bundesliga,20,2002,2,17,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Salvatore Sirigu,ITA,Goalkeeper,Fiorentina,Serie A,36,1987,1,1,90,1.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Ibrahima Sissoko,FRA,Midfielder,Strasbourg,Ligue 1,25,1997,18,8,869,9.7,0,0.6,0.2,0.8,9.0,38.0,0.02,0.06,0.06,0.09
Moussa Sissoko,FRA,Midfielder,Nantes,Ligue 1,33,1989,21,17,"1,472",16.4,2,2.0,2.0,3.0,2.0,0.8,2.8,22.0,51.0,0.12
Tim Skarke,GER,"Defender,Midfielder",Union Berlin,Bundesliga,26,1996,3,53,0.6,1.0,0,0.2,0.2,10.0,3.0,0,0,0,0,0
Tim Skarke,GER,"Forward,Midfielder",Schalke 04,Bundesliga,26,1996,3,3,212,2.4,0,0.2,0.4,0.6,1.0,12.0,0,0,0,0
Ellyes Skhiri,TUN,Midfielder,Köln,Bundesliga,27,1995,24,24,"2,136",23.7,5,1.0,6.0,5.0,3.5,3.5,1.4,40.0,124.0,38.0
Oliver Skipp,ENG,Midfielder,Tottenham,Premier League,22,2000,13,8,646,7.2,1,1.0,1.0,5.0,0.2,0.4,0.6,8.0,15.0,0
Leo Skiri Østigård,NOR,Defender,Napoli,Serie A,23,1999,5,2,239,2.7,3,1.0,9.0,1.0,0.0,0,0,0,0,0
Lukasz Skorupski,POL,Goalkeeper,Bologna,Serie A,31,1991,27,27,"2,430",27.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robert Skov,DEN,Defender,Hoffenheim,Bundesliga,26,1996,19,16,"1,229",13.7,3,2.0,5.0,1.0,3.3,2.0,1.0,41.0,1.8,3.4
Milan kriniar,SVK,Defender,Inter,Serie A,28,1995,21,20,"1,769",19.7,0,5.0,1.0,0.8,16.0,1.1,81.0,0.04,0.01,0.05
Naatan Skyttä,FIN,Midfielder,Toulouse,Ligue 1,20,2002,2,23,0.3,0.1,0,0.1,3.0,2.0,1.0,0,0,0,0,0
Islam Slimani,ALG,Forward,Brest,Ligue 1,34,1988,16,11,986,11.0,1,1.0,2.0,1.0,2.5,5.0,1.7,11.0,2.9,26.0
Chris Smalling,ENG,Defender,Roma,Serie A,33,1989,26,25,"2,313",25.7,3,1.0,4.0,3.0,1.2,1.2,0.4,4.0,39.0,7.0
Adam Smith,ENG,Defender,Bournemouth,Premier League,31,1991,26,26,"2,200",24.4,0,1.0,1.0,8.0,18.0,0.7,1.2,0.02,21.0,0.04
Emile Smith Rowe,ENG,"Forward,Midfielder",Arsenal,Premier League,22,2000,8,116,1.3,1.0,0,1.0,0.3,0.6,2.0,4.0,11.0,0,0,0
Hrvoje Smolcic,CRO,Defender,Eint Frankfurt,Bundesliga,22,2000,9,4,471,5.2,0,0.2,0.2,18.0,0.0,0,0,0,0,0
Cédric Soares,POR,Defender,Arsenal,Premier League,31,1991,2,29,0.3,3.0,1,0,0,0,0.0,0.0,0.0,0,0,0.0
Cédric Soares,POR,Defender,Fulham,Premier League,31,1991,2,9,0.1,2.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0
Danilo Soares,BRA,Defender,Bochum,Bundesliga,31,1991,18,18,"1,367",15.2,12,5.0,1.1,1.1,0.0,15.0,0.07,0.0,0.07,0.0
Eduard Sobol,UKR,Defender,Strasbourg,Ligue 1,27,1995,9,5,507,5.6,0,1.0,1.0,2.0,12.0,0.4,0.5,0,30.0,0
Rubén Sobrino,ESP,"Midfielder, FORWARD",Cádiz,La Liga,30,1992,22,17,"1,554",17.3,2,1.0,3.0,2.0,3.1,3.1,0.9,29.0,23.0,48.0
Alex Sola,ESP,Defender,Real Sociedad,La Liga,23,1999,9,3,342,3.8,0,1.0,0.1,0.1,7.0,4.0,18.0,0,0,0
Dominic Solanke,ENG,"Forward,Midfielder",Bournemouth,Premier League,25,1997,22,21,"1,878",20.9,3,4.0,7.0,3.0,4.4,4.4,2.5,36.0,28.0,103.0
Augusto Solari,ARG,"Midfielder, FORWARD",Celta Vigo,La Liga,31,1992,11,2,217,2.4,0,1.0,1.0,0.3,4.0,0.5,11.0,0,0,0
Ola Solbakken,NOR,"Midfielder, FORWARD",Roma,Serie A,24,1998,6,1,111,1.2,1,1.0,1.0,0.3,0.3,6.0,15.0,2.0,0,0
Nikola Soldo,CRO,Defender,Köln,Bundesliga,22,2001,7,6,593,6.6,0,1.0,0.6,0.7,3.0,0,0,0,0,0
Carlos Soler,ESP,Midfielder,Valencia,La Liga,26,1997,3,3,242,2.7,1,1.0,1.0,1.0,0.9,0.2,0.4,3.0,7.0,0
Carlos Soler,ESP,Midfielder,Paris S-G,Ligue 1,26,1997,18,10,843,9.4,3,2.0,5.0,3.0,1.4,1.3,2.7,17.0,46.0,0.21
François-Joseph Sollacaro,FRA,Goalkeeper,Ajaccio,Ligue 1,29,1994,3,3,270,3.0,0,1.0,0,0,0.0,0.0,0.0,0.0,0,0
Manor Solomon,ISR,Forward,Fulham,Premier League,23,1999,9,2,281,3.1,4,4.0,4.0,1.0,1.0,1.1,15.0,7.0,0,0
Yann Sommer,SUI,Goalkeeper,Bayern Munich,Bundesliga,34,1988,10,10,900,10.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yann Sommer,SUI,Goalkeeper,M'Gladbach,Bundesliga,34,1988,10,10,900,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Soppy,FRA,Defender,Udinese,Serie A,21,2002,1,1,90,1.0,0,1.0,0.1,0.2,4.0,4.0,4.0,0,0,0
Brandon Soppy,FRA,Defender,Atalanta,Serie A,21,2002,11,7,568,6.3,0,3.0,3.0,2.0,22.0,1.3,1.6,0,32.0,0
David Soria,ESP,Goalkeeper,Getafe,La Liga,29,1993,26,26,"2,340",26.0,0,1.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0
Roberto Soriano,ITA,"Forward,Midfielder",Bologna,Serie A,32,1991,25,14,"1,249",13.9,1,3.0,4.0,1.0,0.6,0.6,2.5,27.0,55.0,62.0
Borna Sosa,CRO,Defender,Stuttgart,Bundesliga,25,1998,18,15,"1,347",15.0,2,6.0,8.0,2.0,0.7,0.7,4.4,39.0,76.0,100.0
Joaquin Sosa,URU,Defender,Bologna,Serie A,21,2002,9,6,598,6.6,5,2.0,9.0,1.0,0.0,0.0,0.0,0,0,0
Hugo Sotelo,ESP,Midfielder,Celta Vigo,La Liga,19,2003,1,17,0.2,2.0,0,0,0,0,0.0,0,0,0.0,0,0.0
Florian Sotoca,FRA,"Forward,Midfielder",Lens,Ligue 1,32,1990,28,26,"2,297",25.5,6,7.0,13.0,5.0,9.5,3.0,4.0,33.0,7.0,14.2
Riccardo Sottil,ITA,Forward,Fiorentina,Serie A,23,1999,9,5,454,5.0,0,2.0,2.0,1.0,39.0,1.0,1.6,0,76.0,0
Tomá Soucek,CZE,Midfielder,West Ham,Premier League,28,1995,26,22,"1,999",22.2,1,1.0,2.0,1.0,2.9,2.9,0.9,10.0,70.0,35.0
